Source,Target,weight,weight_inv
davos-seaworth,devan-seaworth,9,0.1111111111111111
davos-seaworth,eddard-stark,4,0.25
davos-seaworth,edric-storm,19,0.05263157894736842
davos-seaworth,garth-(wolfs-den),4,0.25
davos-seaworth,godric-borrell,9,0.1111111111111111
davos-seaworth,guncer-sunglass,3,0.3333333333333333
davos-seaworth,imry-florent,3,0.3333333333333333
davos-seaworth,joffrey-baratheon,10,0.1
davos-seaworth,khorane-sathmantes,4,0.25
davos-seaworth,lamprey,8,0.125
davos-seaworth,leona-woolfield,3,0.3333333333333333
davos-seaworth,marlon-manderly,5,0.2
davos-seaworth,matthos-seaworth,3,0.3333333333333333
davos-seaworth,melisandre,64,0.015625
davos-seaworth,monford-velaryon,3,0.3333333333333333
davos-seaworth,porridge,6,0.16666666666666666
davos-seaworth,pylos,24,0.041666666666666664
davos-seaworth,renly-baratheon,6,0.16666666666666666
davos-seaworth,robb-stark,3,0.3333333333333333
davos-seaworth,robett-glover,4,0.25
davos-seaworth,salladhor-saan,41,0.024390243902439025
davos-seaworth,selyse-florent,6,0.16666666666666666
davos-seaworth,shireen-baratheon,9,0.1111111111111111
davos-seaworth,stannis-baratheon,131,0.007633587786259542
davos-seaworth,sybell-spicer,3,0.3333333333333333
davos-seaworth,wyman-manderly,32,0.03125
denyo-terys,ternesio-terys,3,0.3333333333333333
denys-mallister,eddison-tollett,3,0.3333333333333333
denys-mallister,janos-slynt,3,0.3333333333333333
denys-mallister,jon-snow,4,0.25
denys-mallister,othell-yarwyck,4,0.25
denys-mallister,pypar,4,0.25
denys-mallister,samwell-tarly,14,0.07142857142857142
denzo-dhan,meris,3,0.3333333333333333
desmond,eddard-stark,4,0.25
desmond-grell,edmure-tully,8,0.125
desmond-grell,robb-stark,4,0.25
desmond-grell,utherydes-wayn,9,0.1111111111111111
devan-seaworth,jon-snow,5,0.2
devan-seaworth,melisandre,4,0.25
devan-seaworth,pylos,3,0.3333333333333333
devan-seaworth,renly-baratheon,3,0.3333333333333333
devan-seaworth,stannis-baratheon,31,0.03225806451612903
dick-crabb,eustace-brune,3,0.3333333333333333
dick-crabb,jaime-lannister,3,0.3333333333333333
dick-crabb,podrick-payne,9,0.1111111111111111
dick-crabb,renly-baratheon,3,0.3333333333333333
dick-follard,jon-snow,3,0.3333333333333333
dick-follard,satin,5,0.2
dick-straw,hugh-hungerford,3,0.3333333333333333
dick-straw,tattered-prince,4,0.25
dirk,samwell-tarly,4,0.25
dolf,shagga,10,0.1
donal-noye,jeor-mormont,4,0.25
donal-noye,jon-snow,47,0.02127659574468085
donal-noye,mag-mar-tun-doh-weg,6,0.16666666666666666
donal-noye,mance-rayder,3,0.3333333333333333
donal-noye,qhorin-halfhand,6,0.16666666666666666
donal-noye,stannis-baratheon,4,0.25
donella-hornwood,leobald-tallhart,3,0.3333333333333333
donella-hornwood,luwin,7,0.14285714285714285
donella-hornwood,mors-umber,3,0.3333333333333333
donella-hornwood,ramsay-snow,3,0.3333333333333333
donella-hornwood,rodrik-cassel,4,0.25
dontos-hollard,joffrey-baratheon,22,0.045454545454545456
dontos-hollard,lothor-brune,3,0.3333333333333333
dontos-hollard,moon-boy,8,0.125
dontos-hollard,petyr-baelish,4,0.25
dontos-hollard,sansa-stark,39,0.02564102564102564
dontos-hollard,stannis-baratheon,3,0.3333333333333333
dontos-hollard,tyrion-lannister,14,0.07142857142857142
dontos-hollard,willas-tyrell,3,0.3333333333333333
doran-martell,ellaria-sand,3,0.3333333333333333
doran-martell,gregor-clegane,11,0.09090909090909091
doran-martell,myrcella-baratheon,15,0.06666666666666667
doran-martell,nymeria-sand,7,0.14285714285714285
doran-martell,obara-sand,12,0.08333333333333333
doran-martell,oberyn-martell,14,0.07142857142857142
doran-martell,quentyn-martell,4,0.25
doran-martell,robert-baratheon,3,0.3333333333333333
doran-martell,tyene-sand,6,0.16666666666666666
doran-martell,tyrion-lannister,13,0.07692307692307693
doran-martell,tywin-lannister,4,0.25
doran-martell,varys,4,0.25
doran-martell,viserys-targaryen,3,0.3333333333333333
dorcas,jocelyn-swyft,8,0.125
dorcas,margaery-tyrell,3,0.3333333333333333
dorcas,osney-kettleblack,3,0.3333333333333333
dorcas,qyburn,3,0.3333333333333333
dorcas,taena-of-myr,6,0.16666666666666666
doreah,drogo,5,0.2
doreah,irri,14,0.07142857142857142
doreah,jhiqui,11,0.09090909090909091
doreah,jorah-mormont,3,0.3333333333333333
doreah,viserys-targaryen,3,0.3333333333333333
draqaz,miklaz,3,0.3333333333333333
drennan,squint,3,0.3333333333333333
drennan,theon-greyjoy,3,0.3333333333333333
drogo,haggo,9,0.1111111111111111
drogo,illyrio-mopatis,16,0.0625
drogo,irri,12,0.08333333333333333
drogo,jhiqui,5,0.2
drogo,jhogo,7,0.14285714285714285
drogo,jommo,3,0.3333333333333333
drogo,jorah-mormont,28,0.03571428571428571
drogo,mirri-maz-duur,12,0.08333333333333333
drogo,ogo,11,0.09090909090909091
drogo,pono,4,0.25
drogo,qotho,13,0.07692307692307693
drogo,quaro,3,0.3333333333333333
drogo,rakharo,4,0.25
drogo,rhaego,5,0.2
drogo,robert-baratheon,3,0.3333333333333333
drogo,viserys-targaryen,26,0.038461538461538464
dryn,tormund,3,0.3333333333333333
dunsen,gregor-clegane,21,0.047619047619047616
dunsen,ilyn-payne,16,0.0625
dunsen,joffrey-baratheon,9,0.1111111111111111
dunsen,meryn-trant,16,0.0625
dunsen,polliver,16,0.0625
dunsen,rafford,23,0.043478260869565216
dunsen,sandor-clegane,10,0.1
dunsen,tickler,12,0.08333333333333333
dunsen,weese,3,0.3333333333333333
dunstan-drumm,rodrik-harlaw,3,0.3333333333333333
dunstan-drumm,victarion-greyjoy,3,0.3333333333333333
dywen,eddison-tollett,5,0.2
dywen,grenn,12,0.08333333333333333
dywen,jeor-mormont,4,0.25
dywen,jon-snow,13,0.07692307692307693
dywen,samwell-tarly,6,0.16666666666666666
ebben,jon-snow,10,0.1
ebben,qhorin-halfhand,8,0.125
ebben,stonesnake,4,0.25
eddard-stark,edmure-tully,3,0.3333333333333333
eddard-stark,galbart-glover,4,0.25
eddard-stark,gendry,3,0.3333333333333333
eddard-stark,gerold-hightower,3,0.3333333333333333
eddard-stark,gregor-clegane,13,0.07692307692307693
eddard-stark,harwin,5,0.2
eddard-stark,high-septon-(fat_one),4,0.25
eddard-stark,howland-reed,3,0.3333333333333333
eddard-stark,ilyn-payne,11,0.09090909090909091
eddard-stark,jacks,4,0.25
eddard-stark,jaime-lannister,33,0.030303030303030304
eddard-stark,janos-slynt,11,0.09090909090909091
eddard-stark,joffrey-baratheon,41,0.024390243902439025
eddard-stark,jon-arryn,51,0.0196078431372549
eddard-stark,jon-snow,65,0.015384615384615385
eddard-stark,jory-cassel,32,0.03125
eddard-stark,joss,5,0.2
eddard-stark,loras-tyrell,12,0.08333333333333333
eddard-stark,luwin,19,0.05263157894736842
eddard-stark,lyanna-stark,19,0.05263157894736842
eddard-stark,lysa-arryn,12,0.08333333333333333
eddard-stark,maron-greyjoy,3,0.3333333333333333
eddard-stark,marq-piper,3,0.3333333333333333
eddard-stark,mordane,11,0.09090909090909091
eddard-stark,mycah,3,0.3333333333333333
eddard-stark,petyr-baelish,85,0.011764705882352941
eddard-stark,porther,4,0.25
eddard-stark,pycelle,36,0.027777777777777776
eddard-stark,ramsay-snow,4,0.25
eddard-stark,raymun-darry,4,0.25
eddard-stark,renly-baratheon,38,0.02631578947368421
eddard-stark,rhaegar-targaryen,10,0.1
eddard-stark,rickard-karstark,4,0.25
eddard-stark,rickon-stark,15,0.06666666666666667
eddard-stark,robb-stark,46,0.021739130434782608
eddard-stark,robert-baratheon,334,0.0029940119760479044
eddard-stark,rodrik-cassel,7,0.14285714285714285
eddard-stark,roose-bolton,5,0.2
eddard-stark,sandor-clegane,14,0.07142857142857142
eddard-stark,sansa-stark,43,0.023255813953488372
eddard-stark,stannis-baratheon,32,0.03125
eddard-stark,syrio-forel,6,0.16666666666666666
eddard-stark,theon-greyjoy,31,0.03225806451612903
eddard-stark,tobho-mott,7,0.14285714285714285
eddard-stark,tomard,15,0.06666666666666667
eddard-stark,torrhen-karstark,5,0.2
eddard-stark,torrhen-stark,3,0.3333333333333333
eddard-stark,tregar,4,0.25
eddard-stark,tyrion-lannister,40,0.025
eddard-stark,tywin-lannister,18,0.05555555555555555
eddard-stark,varly,4,0.25
eddard-stark,varys,64,0.015625
eddard-stark,vayon-poole,12,0.08333333333333333
eddard-stark,willam-dustin,4,0.25
eddard-stark,wyl-(guard),3,0.3333333333333333
eddard-stark,wylla,3,0.3333333333333333
eddard-stark,wyman-manderly,4,0.25
eddison-tollett,emmett,8,0.125
eddison-tollett,gilly,3,0.3333333333333333
eddison-tollett,grenn,13,0.07692307692307693
eddison-tollett,hobb,4,0.25
eddison-tollett,janos-slynt,4,0.25
eddison-tollett,jeor-mormont,9,0.1111111111111111
eddison-tollett,jon-snow,41,0.024390243902439025
eddison-tollett,mully,3,0.3333333333333333
eddison-tollett,othell-yarwyck,3,0.3333333333333333
eddison-tollett,pypar,5,0.2
eddison-tollett,samwell-tarly,19,0.05263157894736842
eddison-tollett,satin,3,0.3333333333333333
eddison-tollett,watt,3,0.3333333333333333
edmure-tully,elmar-frey,3,0.3333333333333333
edmure-tully,emmon-frey,11,0.09090909090909091
edmure-tully,forley-prester,3,0.3333333333333333
edmure-tully,hoster-tully,21,0.047619047619047616
edmure-tully,ilyn-payne,4,0.25
edmure-tully,jaime-lannister,35,0.02857142857142857
edmure-tully,karyl-vance,4,0.25
edmure-tully,lothar-frey,4,0.25
edmure-tully,lysa-arryn,5,0.2
edmure-tully,marq-piper,8,0.125
edmure-tully,petyr-baelish,4,0.25
edmure-tully,robb-stark,51,0.0196078431372549
edmure-tully,roslin-frey,19,0.05263157894736842
edmure-tully,ryman-frey,5,0.2
edmure-tully,tansy,3,0.3333333333333333
edmure-tully,tommen-baratheon,4,0.25
edmure-tully,tytos-blackwood,3,0.3333333333333333
edmure-tully,tywin-lannister,11,0.09090909090909091
edmure-tully,walder-frey,13,0.07692307692307693
edric-storm,pylos,9,0.1111111111111111
edric-storm,robert-baratheon,3,0.3333333333333333
edric-storm,shireen-baratheon,3,0.3333333333333333
edric-storm,stannis-baratheon,6,0.16666666666666666
edwyn-frey,jaime-lannister,9,0.1111111111111111
edwyn-frey,ryman-frey,5,0.2
edwyn-frey,walder-rivers,8,0.125
elder-brother,meribald,3,0.3333333333333333
elder-brother,narbert,4,0.25
eldon-estermont,steffon-varner,3,0.3333333333333333
elia-martell,gregor-clegane,7,0.14285714285714285
elia-martell,jaime-lannister,4,0.25
elia-martell,oberyn-martell,9,0.1111111111111111
elia-martell,rhaegar-targaryen,13,0.07692307692307693
elia-martell,tyrion-lannister,6,0.16666666666666666
elia-martell,tywin-lannister,3,0.3333333333333333
elinor-tyrell,margaery-tyrell,5,0.2
elinor-tyrell,megga-tyrell,18,0.05555555555555555
elinor-tyrell,sansa-stark,5,0.2
elinor-tyrell,tallad,3,0.3333333333333333
ellaria-sand,oberyn-martell,7,0.14285714285714285
ellaria-sand,tyrion-lannister,4,0.25
elmar-frey,jaime-lannister,6,0.16666666666666666
elmar-frey,robb-stark,9,0.1111111111111111
elmar-frey,roose-bolton,3,0.3333333333333333
elmar-frey,tywin-lannister,3,0.3333333333333333
elmar-frey,walder-frey,6,0.16666666666666666
emmett,hareth-(moles-town),3,0.3333333333333333
emmett,hop-robin,4,0.25
emmett,janos-slynt,4,0.25
emmett,jon-snow,15,0.06666666666666667
emmon-cuy,renly-baratheon,3,0.3333333333333333
emmon-cuy,robar-royce,3,0.3333333333333333
emmon-frey,forley-prester,3,0.3333333333333333
emmon-frey,genna-lannister,5,0.2
emmon-frey,jaime-lannister,8,0.125
emmon-frey,ryman-frey,4,0.25
emmon-frey,tywin-lannister,3,0.3333333333333333
emrick,hareth-(moles-town),3,0.3333333333333333
emrick,satin,3,0.3333333333333333
eon-hunter,lysa-arryn,3,0.3333333333333333
eon-hunter,vardis-egen,3,0.3333333333333333
errok,grigg,7,0.14285714285714285
errok,jon-snow,4,0.25
errok,styr,3,0.3333333333333333
euron-greyjoy,hotho-harlaw,4,0.25
euron-greyjoy,humfrey-hewett,3,0.3333333333333333
euron-greyjoy,nute,4,0.25
euron-greyjoy,quellon-greyjoy,3,0.3333333333333333
euron-greyjoy,red-oarsman,6,0.16666666666666666
euron-greyjoy,rodrik-harlaw,4,0.25
euron-greyjoy,sawane-botley,3,0.3333333333333333
euron-greyjoy,theon-greyjoy,4,0.25
euron-greyjoy,victarion-greyjoy,50,0.02
falyse-stokeworth,qyburn,7,0.14285714285714285
farlen,theon-greyjoy,6,0.16666666666666666
florian-the-fool,jonquil,8,0.125
florian-the-fool,sansa-stark,3,0.3333333333333333
fogo,ogo,4,0.25
franklyn-flowers,jon-connington,4,0.25
frenya,holly,6,0.16666666666666666
frenya,theon-greyjoy,3,0.3333333333333333
fulk,jon-snow,4,0.25
fulk,mully,5,0.2
galazza-galare,grazhar,4,0.25
galazza-galare,hizdahr-zo-loraq,12,0.08333333333333333
galazza-galare,reznak-mo-reznak,5,0.2
galazza-galare,skahaz-mo-kandaq,12,0.08333333333333333
galbart-glover,jaime-lannister,3,0.3333333333333333
galbart-glover,jon-umber-(greatjon),4,0.25
galbart-glover,rickard-karstark,4,0.25
galbart-glover,robb-stark,5,0.2
galbart-glover,robett-glover,3,0.3333333333333333
galbart-glover,roose-bolton,3,0.3333333333333333
galyeon-of-cuy,tyrion-lannister,3,0.3333333333333333
gared,jeor-mormont,4,0.25
gared,waymar-royce,13,0.07692307692307693
gared,will-(prologue),12,0.08333333333333333
garin-(orphan),gerold-dayne,5,0.2
garin-(orphan),myrcella-baratheon,5,0.2
garin-(orphan),nymeria-sand,3,0.3333333333333333
garin-(orphan),sylva-santagar,8,0.125
garin-(orphan),tyene-sand,5,0.2
gariss,murch-(winterfell),5,0.2
garlan-tyrell,joffrey-baratheon,10,0.1
garlan-tyrell,leonette-fossoway,3,0.3333333333333333
garlan-tyrell,loras-tyrell,9,0.1111111111111111
garlan-tyrell,sansa-stark,5,0.2
garlan-tyrell,tyrion-lannister,11,0.09090909090909091
garlan-tyrell,willas-tyrell,3,0.3333333333333333
garrett-paege,jaime-lannister,3,0.3333333333333333
garth-(wolfs-den),sybell-spicer,3,0.3333333333333333
garth-greyfeather,hairy-hal,4,0.25
garth-greyfeather,jack-bulwer,4,0.25
garth-greyfeather,jon-snow,3,0.3333333333333333
gawen-westerling,jeyne-westerling,3,0.3333333333333333
gawen-westerling,sybell-spicer,3,0.3333333333333333
gendel,gorne,3,0.3333333333333333
gendel,jon-snow,3,0.3333333333333333
gendry,greenbeard,3,0.3333333333333333
gendry,harwin,8,0.125
gendry,hot-pie,53,0.018867924528301886
gendry,jaqen-hghar,4,0.25
gendry,lem,9,0.1111111111111111
gendry,lommy-greenhands,17,0.058823529411764705
gendry,merrit,3,0.3333333333333333
gendry,robert-baratheon,3,0.3333333333333333
gendry,sandor-clegane,5,0.2
gendry,thoros-of-myr,8,0.125
gendry,tom-of-sevenstreams,10,0.1
gendry,willow-heddle,3,0.3333333333333333
gendry,woth,3,0.3333333333333333
gendry,yoren,8,0.125
genna-lannister,jaime-lannister,7,0.14285714285714285
genna-lannister,tywin-lannister,3,0.3333333333333333
gerold-dayne,myrcella-baratheon,9,0.1111111111111111
gerold-grafton,terrance-lynderly,3,0.3333333333333333
gerold-hightower,jaime-lannister,4,0.25
gerold-hightower,lewyn-martell,3,0.3333333333333333
gerold-hightower,oswell-whent,3,0.3333333333333333
gerold-hightower,robert-baratheon,4,0.25
gerrick-kingsblood,jon-snow,5,0.2
gerrick-kingsblood,raymun-redbeard,3,0.3333333333333333
gerris-drinkwater,hizdahr-zo-loraq,4,0.25
gerris-drinkwater,meris,4,0.25
gerris-drinkwater,quentyn-martell,49,0.02040816326530612
gerris-drinkwater,tattered-prince,3,0.3333333333333333
gilly,jojen-reed,3,0.3333333333333333
gilly,jon-snow,33,0.030303030303030304
gilly,kojja-mo,7,0.14285714285714285
gilly,mance-rayder,9,0.1111111111111111
gilly,meera-reed,3,0.3333333333333333
gilly,melisandre,7,0.14285714285714285
gilly,samwell-tarly,84,0.011904761904761904
gilly,small-paul,3,0.3333333333333333
gilwood-hunter,horton-redfort,6,0.16666666666666666
gilwood-hunter,lysa-arryn,3,0.3333333333333333
gilwood-hunter,symond-templeton,4,0.25
godry-farring,jon-snow,3,0.3333333333333333
godry-farring,justin-massey,3,0.3333333333333333
godry-farring,mance-rayder,3,0.3333333333333333
godry-farring,melisandre,3,0.3333333333333333
godry-farring,stannis-baratheon,9,0.1111111111111111
goghor-the-giant,hizdahr-zo-loraq,5,0.2
goghor-the-giant,khrazz,4,0.25
goghor-the-giant,spotted-cat,6,0.16666666666666666
gormon-tyrell,walgrave,3,0.3333333333333333
gorne,jon-snow,3,0.3333333333333333
gorold-goodbrother,victarion-greyjoy,3,0.3333333333333333
grazdan-mo-eraz,mero,3,0.3333333333333333
grazhar,qezza,5,0.2
greenbeard,harwin,4,0.25
greenbeard,lem,12,0.08333333333333333
greenbeard,thoros-of-myr,3,0.3333333333333333
greenbeard,tom-of-sevenstreams,4,0.25
gregor-clegane,helman-tallhart,3,0.3333333333333333
gregor-clegane,ilyn-payne,17,0.058823529411764705
gregor-clegane,jaime-lannister,15,0.06666666666666667
gregor-clegane,joffrey-baratheon,12,0.08333333333333333
gregor-clegane,loras-tyrell,10,0.1
gregor-clegane,marq-piper,6,0.16666666666666666
gregor-clegane,meryn-trant,16,0.0625
gregor-clegane,oberyn-martell,42,0.023809523809523808
gregor-clegane,petyr-baelish,3,0.3333333333333333
gregor-clegane,polliver,16,0.0625
gregor-clegane,pycelle,6,0.16666666666666666
gregor-clegane,qyburn,6,0.16666666666666666
gregor-clegane,rafford,25,0.04
gregor-clegane,robb-stark,4,0.25
gregor-clegane,robert-baratheon,4,0.25
gregor-clegane,sandor-clegane,31,0.03225806451612903
gregor-clegane,sansa-stark,5,0.2
gregor-clegane,tickler,17,0.058823529411764705
gregor-clegane,tyrion-lannister,30,0.03333333333333333
gregor-clegane,tywin-lannister,20,0.05
gregor-clegane,weese,5,0.2
grenn,halder,6,0.16666666666666666
grenn,jeor-mormont,13,0.07692307692307693
grenn,jon-snow,64,0.015625
grenn,kegs,5,0.2
grenn,owen,4,0.25
grenn,pypar,63,0.015873015873015872
grenn,samwell-tarly,57,0.017543859649122806
grenn,small-paul,3,0.3333333333333333
grenn,todder,10,0.1
gretchel,maddy,9,0.1111111111111111
gretchel,robert-arryn,4,0.25
gretchel,sansa-stark,3,0.3333333333333333
grey-worm,hizdahr-zo-loraq,3,0.3333333333333333
grey-worm,irri,4,0.25
grey-worm,jorah-mormont,4,0.25
grey-worm,skahaz-mo-kandaq,6,0.16666666666666666
grigg,jarl,3,0.3333333333333333
grigg,jon-snow,5,0.2
grimtongue,hagen,5,0.2
grimtongue,lorren,5,0.2
grisel,petyr-baelish,3,0.3333333333333333
groleo,hero,4,0.25
groleo,jhogo,5,0.2
groleo,skahaz-mo-kandaq,3,0.3333333333333333
grunt,sour-alyn,7,0.14285714285714285
grunt,theon-greyjoy,3,0.3333333333333333
guncer-sunglass,melisandre,4,0.25
gunthor-son-of-gurn,tyrion-lannister,7,0.14285714285714285
guyard-morrigen,renly-baratheon,7,0.14285714285714285
gyles-grafton,robert-arryn,3,0.3333333333333333
gyles-grafton,terrance-lynderly,5,0.2
gyles-rosby,harys-swyft,6,0.16666666666666666
gyles-rosby,jacelyn-bywater,4,0.25
gyles-rosby,jalabhar-xho,4,0.25
gyles-rosby,joffrey-baratheon,4,0.25
gyles-rosby,lollys-stokeworth,5,0.2
gyles-rosby,mace-tyrell,3,0.3333333333333333
gyles-rosby,margaery-tyrell,5,0.2
gyles-rosby,orton-merryweather,4,0.25
gyles-rosby,pycelle,12,0.08333333333333333
gyles-rosby,qyburn,4,0.25
gyles-rosby,sansa-stark,3,0.3333333333333333
gyles-rosby,tanda-stokeworth,5,0.2
gyles-rosby,tommen-baratheon,4,0.25
gyles-rosby,tyrion-lannister,3,0.3333333333333333
gynir,wex-pyke,4,0.25
hagen,lorren,3,0.3333333333333333
hagen,qarl-the-maid,3,0.3333333333333333
hagen,tristifer-botley,3,0.3333333333333333
haggo,mirri-maz-duur,3,0.3333333333333333
haggo,qotho,11,0.09090909090909091
haggo,rakharo,3,0.3333333333333333
haggon,varamyr,8,0.125
hairy-hal,jack-bulwer,3,0.3333333333333333
hairy-hal,jon-snow,4,0.25
hake,jon-snow,4,0.25
halder,jon-snow,26,0.038461538461538464
halder,pypar,8,0.125
halder,rast,3,0.3333333333333333
halder,samwell-tarly,6,0.16666666666666666
halder,todder,6,0.16666666666666666
haldon,illyrio-mopatis,3,0.3333333333333333
haldon,jon-connington,13,0.07692307692307693
haldon,lemore,4,0.25
haldon,pono,3,0.3333333333333333
haldon,qavo-nogarys,5,0.2
haldon,rolly-duckfield,26,0.038461538461538464
haldon,tyrion-lannister,54,0.018518518518518517
haldon,yandry,4,0.25
haldon,ysilla,5,0.2
hallis-mollen,luwin,4,0.25
hallis-mollen,robb-stark,13,0.07692307692307693
hallis-mollen,theon-greyjoy,7,0.14285714285714285
hallis-mollen,wendel-manderly,3,0.3333333333333333
hallyne,joffrey-baratheon,3,0.3333333333333333
hallyne,tyrion-lannister,5,0.2
halys-hornwood,rodrik-cassel,3,0.3333333333333333
hareth-(moles-town),hop-robin,5,0.2
hareth-(moles-town),jon-snow,18,0.05555555555555555
hareth-(moles-town),kegs,3,0.3333333333333333
hareth-(moles-town),leathers,3,0.3333333333333333
hareth-(moles-town),mully,3,0.3333333333333333
hareth-(moles-town),rory,4,0.25
hareth-(moles-town),satin,11,0.09090909090909091
hareth-(moles-town),spare-boot,3,0.3333333333333333
harl,lorren,3,0.3333333333333333
harma,jarl,3,0.3333333333333333
harma,jon-snow,7,0.14285714285714285
harma,mance-rayder,10,0.1
harma,rattleshirt,5,0.2
harma,styr,4,0.25
harma,tormund,4,0.25
harma,varamyr,3,0.3333333333333333
harma,weeper,3,0.3333333333333333
harras-harlaw,victarion-greyjoy,3,0.3333333333333333
harren-hoare,nan,5,0.2
harrold-hardyng,robert-arryn,4,0.25
harrold-hardyng,yohn-royce,3,0.3333333333333333
harry-strickland,jon-connington,18,0.05555555555555555
harry-strickland,myles-toyne,4,0.25
harwin,hullen,3,0.3333333333333333
harwin,jory-cassel,4,0.25
harwin,lem,7,0.14285714285714285
harwin,sandor-clegane,3,0.3333333333333333
harwood-stout,theon-greyjoy,5,0.2
harys-swyft,jaime-lannister,3,0.3333333333333333
harys-swyft,orton-merryweather,3,0.3333333333333333
harys-swyft,pycelle,12,0.08333333333333333
harys-swyft,stannis-baratheon,3,0.3333333333333333
harys-swyft,taena-of-myr,3,0.3333333333333333
harys-swyft,tommen-baratheon,3,0.3333333333333333
helman-tallhart,randyll-tarly,3,0.3333333333333333
helman-tallhart,robett-glover,4,0.25
hero,jhogo,8,0.125
heward,jory-cassel,5,0.2
heward,wyl-(guard),3,0.3333333333333333
high-septon-(fat_one),joffrey-baratheon,4,0.25
high-septon-(fat_one),tyrion-lannister,4,0.25
high-septon-(tyrions),joffrey-baratheon,6,0.16666666666666666
high-septon-(tyrions),pycelle,3,0.3333333333333333
high-septon-(tyrions),tyrion-lannister,12,0.08333333333333333
high-sparrow,kevan-lannister,5,0.2
high-sparrow,maegor-i-targaryen,4,0.25
high-sparrow,margaery-tyrell,11,0.09090909090909091
high-sparrow,osney-kettleblack,4,0.25
high-sparrow,taena-of-myr,4,0.25
high-sparrow,tommen-baratheon,7,0.14285714285714285
high-sparrow,unella,6,0.16666666666666666
hizdahr-zo-loraq,irri,3,0.3333333333333333
hizdahr-zo-loraq,jhiqui,3,0.3333333333333333
hizdahr-zo-loraq,khrazz,9,0.1111111111111111
hizdahr-zo-loraq,marghaz-zo-loraq,5,0.2
hizdahr-zo-loraq,missandei,6,0.16666666666666666
hizdahr-zo-loraq,qezza,3,0.3333333333333333
hizdahr-zo-loraq,quentyn-martell,15,0.06666666666666667
hizdahr-zo-loraq,reznak-mo-reznak,13,0.07692307692307693
hizdahr-zo-loraq,skahaz-mo-kandaq,29,0.034482758620689655
hizdahr-zo-loraq,spotted-cat,5,0.2
hizdahr-zo-loraq,steelskin,3,0.3333333333333333
hobb,janos-slynt,4,0.25
hobb,jon-snow,9,0.1111111111111111
hobb,melisandre,3,0.3333333333333333
hobb,mully,3,0.3333333333333333
hobb,othell-yarwyck,3,0.3333333333333333
hobb,owen,8,0.125
hobb,samwell-tarly,3,0.3333333333333333
hobber-redwyne,horas-redwyne,7,0.14285714285714285
hodor,jojen-reed,38,0.02631578947368421
hodor,luwin,27,0.037037037037037035
hodor,meera-reed,59,0.01694915254237288
hodor,nan,8,0.125
hodor,osha,16,0.0625
hodor,rickon-stark,11,0.09090909090909091
hodor,robb-stark,5,0.2
hodor,rodrik-cassel,3,0.3333333333333333
hodor,wyman-manderly,3,0.3333333333333333
holly,jeyne-poole,4,0.25
holly,rowan,3,0.3333333333333333
holly,theon-greyjoy,10,0.1
hop-robin,jon-snow,4,0.25
horas-redwyne,joffrey-baratheon,3,0.3333333333333333
horton-redfort,yohn-royce,3,0.3333333333333333
hosteen-frey,jared-frey,3,0.3333333333333333
hosteen-frey,wyman-manderly,5,0.2
hoster-blackwood,jaime-lannister,4,0.25
hoster-tully,jaime-lannister,4,0.25
hoster-tully,lothar-frey,5,0.2
hoster-tully,lysa-arryn,9,0.1111111111111111
hoster-tully,robb-stark,4,0.25
hoster-tully,robert-baratheon,3,0.3333333333333333
hoster-tully,tansy,5,0.2
hoster-tully,vyman,7,0.14285714285714285
hot-pie,lem,7,0.14285714285714285
hot-pie,lommy-greenhands,28,0.03571428571428571
hot-pie,mebble,4,0.25
hot-pie,sharna,3,0.3333333333333333
hot-pie,tom-of-sevenstreams,4,0.25
hot-pie,weasel,4,0.25
hot-pie,woth,5,0.2
hot-pie,yoren,8,0.125
hother-umber,jon-umber-(greatjon),3,0.3333333333333333
hother-umber,mors-umber,3,0.3333333333333333
hother-umber,ramsay-snow,5,0.2
hother-umber,wyman-manderly,5,0.2
hotho-harlaw,rodrik-harlaw,4,0.25
hotho-harlaw,sigfryd-harlaw,4,0.25
hotho-harlaw,victarion-greyjoy,4,0.25
hugh,jon-arryn,3,0.3333333333333333
hugo-vance,jaime-lannister,3,0.3333333333333333
hullen,jory-cassel,5,0.2
hullen,luwin,3,0.3333333333333333
hullen,robb-stark,3,0.3333333333333333
hullen,rodrik-cassel,3,0.3333333333333333
humfrey-hewett,victarion-greyjoy,4,0.25
husband,lem,4,0.25
hyle-hunt,meribald,9,0.1111111111111111
hyle-hunt,podrick-payne,19,0.05263157894736842
hyle-hunt,randyll-tarly,5,0.2
hyle-hunt,sandor-clegane,3,0.3333333333333333
hyle-hunt,sansa-stark,3,0.3333333333333333
illyrio-mopatis,irri,3,0.3333333333333333
illyrio-mopatis,jon-connington,6,0.16666666666666666
illyrio-mopatis,jorah-mormont,7,0.14285714285714285
illyrio-mopatis,robert-baratheon,6,0.16666666666666666
illyrio-mopatis,rolly-duckfield,6,0.16666666666666666
illyrio-mopatis,tyrion-lannister,30,0.03333333333333333
illyrio-mopatis,viserys-targaryen,14,0.07142857142857142
ilyn-payne,jaime-lannister,30,0.03333333333333333
ilyn-payne,jeyne-poole,3,0.3333333333333333
ilyn-payne,joffrey-baratheon,26,0.038461538461538464
ilyn-payne,loras-tyrell,3,0.3333333333333333
ilyn-payne,lyle-crakehall,6,0.16666666666666666
ilyn-payne,meryn-trant,22,0.045454545454545456
ilyn-payne,polliver,8,0.125
ilyn-payne,rafford,16,0.0625
